date,category,product,units_sold,revenue,product_price,promo_flag,is_holiday_season,category_popularity_30d
2020-06-23,Toys,Building Blocks,66,2280.36,34.55,1,0,0.76
2020-06-23,Sports,Yoga Mat,32,1604.94,50.15,1,0,1.01
2020-06-23,Beauty,Face Serum,159,3110.11,19.56,1,0,0.78
2020-06-24,Electronics,Smart Speaker,12,1673.43,139.45,0,0,0.99
2020-06-24,Groceries,Organic Cereal,283,1420.83,5.02,0,0,0.85
2020-06-24,Clothing,Running Shoes,69,4075.99,59.07,0,0,0.92
2020-06-24,Books,Business Book,106,2401.54,22.66,0,0,1.01
2020-06-24,Furniture,Office Chair,8,970.23,121.28,0,0,0.92
2020-06-24,Toys,Building Blocks,52,1694.63,32.59,0,0,0.81
2020-06-24,Sports,Yoga Mat,35,1635.8,46.74,0,0,1.15
2020-06-24,Beauty,Face Serum,156,3142.6,20.14,0,0,0.94
2020-06-25,Electronics,Smart Speaker,6,803.17,133.86,0,0,0.93
2020-06-25,Groceries,Organic Cereal,272,1351.07,4.97,0,0,1.01
2020-06-25,Clothing,Running Shoes,64,3872.38,60.51,0,0,1.04
2020-06-25,Books,Business Book,84,2089.65,24.88,0,0,1.0
2020-06-25,Furniture,Office Chair,5,628.59,125.72,0,0,1.03
2020-06-25,Toys,Building Blocks,46,1607.32,34.94,0,0,0.98
2020-06-25,Sports,Yoga Mat,32,1400.49,43.77,0,0,1.01
2020-06-25,Beauty,Face Serum,146,3104.79,21.27,0,0,0.91
2020-06-26,Electronics,Smart Speaker,15,2457.02,163.8,0,0,0.93
2020-06-26,Groceries,Organic Cereal,282,1392.15,4.94,0,0,0.88
2020-06-26,Clothing,Running Shoes,66,3769.05,57.11,0,0,0.96
2020-06-26,Books,Business Book,75,1860.88,24.81,0,0,0.93
2020-06-26,Furniture,Office Chair,6,661.36,110.23,0,0,1.13
2020-06-26,Toys,Building Blocks,46,1653.98,35.96,0,0,1.0
2020-06-26,Sports,Yoga Mat,33,1478.44,44.8,0,0,0.96
2020-06-26,Beauty,Face Serum,144,2842.73,19.74,0,0,1.16
2020-06-27,Electronics,Smart Speaker,16,2388.79,149.3,0,0,1.02
2020-06-27,Groceries,Organic Cereal,349,1610.66,4.62,0,0,0.85
2020-06-27,Clothing,Running Shoes,66,3996.29,60.55,0,0,0.88
2020-06-27,Books,Business Book,83,2052.26,24.73,0,0,1.12
2020-06-27,Furniture,Office Chair,14,1574.04,112.43,0,0,0.91
2020-06-27,Toys,Building Blocks,56,1914.4,34.19,0,0,0.99
2020-06-27,Sports,Yoga Mat,44,2005.12,45.57,0,0,1.05
2020-06-27,Beauty,Face Serum,145,2944.67,20.31,0,0,0.96
2020-06-28,Electronics,Smart Speaker,15,2235.98,149.07,0,0,0.88
2020-06-28,Groceries,Organic Cereal,338,1567.64,4.64,0,0,0.92
2020-06-28,Clothing,Running Shoes,65,3946.89,60.72,0,0,0.76
2020-06-28,Books,Business Book,91,2410.81,26.49,0,0,0.97
2020-06-28,Furniture,Office Chair,7,888.96,126.99,0,0,0.98
2020-06-28,Toys,Building Blocks,55,2113.37,38.42,0,0,0.98
2020-06-28,Sports,Yoga Mat,42,1851.26,44.08,0,0,0.93
2020-06-28,Beauty,Face Serum,205,3916.66,19.11,0,0,0.93
2020-06-29,Electronics,Smart Speaker,10,1571.48,157.15,1,0,1.05
2020-06-29,Groceries,Organic Cereal,376,1948.16,5.18,1,0,1.05
2020-06-29,Clothing,Running Shoes,76,4742.49,62.4,1,0,1.08
2020-06-29,Books,Business Book,82,2086.02,25.44,1,0,1.11
2020-06-29,Furniture,Office Chair,9,1071.19,119.02,1,0,0.93
2020-06-29,Toys,Building Blocks,66,2218.48,33.61,1,0,0.97
2020-06-29,Sports,Yoga Mat,57,2565.15,45.0,1,0,0.92
2020-06-29,Beauty,Face Serum,192,3531.35,18.39,1,0,0.92
2020-06-30,Electronics,Smart Speaker,15,2232.57,148.84,0,0,1.07
2020-06-30,Groceries,Organic Cereal,330,1522.88,4.61,0,0,0.99
2020-06-30,Clothing,Running Shoes,74,4250.26,57.44,0,0,1.03
2020-06-30,Books,Business Book,75,2080.08,27.73,0,0,0.87
2020-06-30,Furniture,Office Chair,10,1133.68,113.37,0,0,1.08
2020-06-30,Toys,Building Blocks,57,1942.72,34.08,0,0,1.02
2020-06-30,Sports,Yoga Mat,25,1125.01,45.0,0,0,1.0
2020-06-30,Beauty,Face Serum,166,3265.57,19.67,0,0,1.02
2020-07-01,Electronics,Smart Speaker,5,717.81,143.56,0,0,1.11
2020-07-01,Groceries,Organic Cereal,280,1451.01,5.18,0,0,0.95
2020-07-01,Clothing,Running Shoes,73,4345.05,59.52,0,0,1.09
2020-07-01,Books,Business Book,77,1918.69,24.92,0,0,1.2
2020-07-01,Furniture,Office Chair,9,1108.2,123.13,0,0,0.92
2020-07-01,Toys,Building Blocks,49,1749.98,35.71,0,0,0.99
2020-07-01,Sports,Yoga Mat,40,1670.27,41.76,0,0,0.98
2020-07-01,Beauty,Face Serum,155,3291.44,21.24,0,0,0.97
2020-07-02,Electronics,Smart Speaker,11,1735.73,157.79,0,0,0.99
2020-07-02,Groceries,Organic Cereal,298,1465.52,4.92,0,0,1.06
2020-07-02,Clothing,Running Shoes,54,3246.63,60.12,0,0,0.9
2020-07-02,Books,Business Book,81,2001.85,24.71,0,0,0.9
2020-07-02,Furniture,Office Chair,5,672.38,134.48,0,0,1.08
2020-07-02,Toys,Building Blocks,39,1413.82,36.25,0,0,1.07
2020-07-02,Sports,Yoga Mat,30,1395.42,46.51,0,0,1.06
2020-07-02,Beauty,Face Serum,144,2894.67,20.1,0,0,1.15
2020-07-03,Electronics,Smart Speaker,9,1416.74,157.42,0,0,0.86
2020-07-03,Groceries,Organic Cereal,311,1497.22,4.81,0,0,0.92
2020-07-03,Clothing,Running Shoes,63,3648.64,57.91,0,0,1.0
2020-07-03,Books,Business Book,73,1806.23,24.74,0,0,0.93
2020-07-03,Furniture,Office Chair,10,1220.33,122.03,0,0,0.9
2020-07-03,Toys,Building Blocks,52,1909.85,36.73,0,0,0.99
2020-07-03,Sports,Yoga Mat,42,1811.08,43.12,0,0,1.21
2020-07-03,Beauty,Face Serum,115,2532.71,22.02,0,0,1.0
2020-07-04,Electronics,Smart Speaker,5,832.04,166.41,0,0,0.81
2020-07-04,Groceries,Organic Cereal,310,1584.71,5.11,0,0,1.04
2020-07-04,Clothing,Running Shoes,60,3471.0,57.85,0,0,1.02
2020-07-04,Books,Business Book,77,1927.57,25.03,0,0,1.06
2020-07-04,Furniture,Office Chair,7,799.62,114.23,0,0,1.08
2020-07-04,Toys,Building Blocks,47,1695.87,36.08,0,0,0.98
2020-07-04,Sports,Yoga Mat,54,2345.48,43.43,0,0,0.89
2020-07-04,Beauty,Face Serum,172,3413.54,19.85,0,0,0.91
2020-07-05,Electronics,Smart Speaker,13,2022.56,155.58,0,0,0.98
2020-07-05,Groceries,Organic Cereal,338,1809.96,5.35,0,0,0.94
2020-07-05,Clothing,Running Shoes,81,4406.43,54.4,0,0,1.1
2020-07-05,Books,Business Book,102,2298.81,22.54,0,0,1.09
2020-07-05,Furniture,Office Chair,3,360.26,120.09,0,0,0.9
2020-07-05,Toys,Building Blocks,73,2503.0,34.29,0,0,1.07
2020-07-05,Sports,Yoga Mat,40,1977.88,49.45,0,0,0.84
2020-07-05,Beauty,Face Serum,192,3667.43,19.1,0,0,0.87
2020-07-06,Electronics,Smart Speaker,7,1031.05,147.29,0,0,0.7
2020-07-06,Groceries,Organic Cereal,330,1604.57,4.86,0,0,0.9
2020-07-06,Clothing,Running Shoes,58,3481.94,60.03,0,0,1.07
2020-07-06,Books,Business Book,87,2122.96,24.4,0,0,1.1
2020-07-06,Furniture,Office Chair,6,685.72,114.29,0,0,1.04
2020-07-06,Toys,Building Blocks,75,2536.31,33.82,0,0,1.0
2020-07-06,Sports,Yoga Mat,37,1574.49,42.55,0,0,0.89
2020-07-06,Beauty,Face Serum,154,3184.62,20.68,0,0,0.89
2020-07-07,Electronics,Smart Speaker,7,994.23,142.03,0,0,0.88
2020-07-07,Groceries,Organic Cereal,287,1539.74,5.36,0,0,0.83
2020-07-07,Clothing,Running Shoes,47,3074.11,65.41,0,0,1.04
2020-07-07,Books,Business Book,56,1439.79,25.71,0,0,1.01
2020-07-07,Furniture,Office Chair,15,1657.04,110.47,0,0,1.08
2020-07-07,Toys,Building Blocks,48,1634.98,34.06,0,0,1.05
2020-07-07,Sports,Yoga Mat,39,1847.86,47.38,0,0,1.09
2020-07-07,Beauty,Face Serum,156,2746.96,17.61,0,0,0.99
2020-07-08,Electronics,Smart Speaker,14,2069.13,147.8,0,0,0.99
2020-07-08,Groceries,Organic Cereal,336,1552.5,4.62,0,0,0.96
2020-07-08,Clothing,Running Shoes,42,2583.08,61.5,0,0,1.0
2020-07-08,Books,Business Book,68,1759.4,25.87,0,0,1.04
2020-07-08,Furniture,Office Chair,9,963.72,107.08,0,0,1.11
2020-07-08,Toys,Building Blocks,58,2153.01,37.12,0,0,1.03
2020-07-08,Sports,Yoga Mat,42,1855.1,44.17,0,0,1.01
2020-07-08,Beauty,Face Serum,163,3092.21,18.97,0,0,0.86
2020-07-09,Electronics,Smart Speaker,13,1883.19,144.86,0,0,0.98
2020-07-09,Groceries,Organic Cereal,267,1456.04,5.45,0,0,0.93
2020-07-09,Clothing,Running Shoes,62,3820.64,61.62,0,0,0.98
2020-07-09,Books,Business Book,83,1952.01,23.52,0,0,1.05
2020-07-09,Furniture,Office Chair,7,827.64,118.23,0,0,0.95
2020-07-09,Toys,Building Blocks,51,1920.09,37.65,0,0,0.94
2020-07-09,Sports,Yoga Mat,38,1615.24,42.51,0,0,0.83
2020-07-09,Beauty,Face Serum,156,2847.4,18.25,0,0,0.99
2020-07-10,Electronics,Smart Speaker,11,1590.46,144.59,1,0,1.02
2020-07-10,Groceries,Organic Cereal,354,1918.1,5.42,1,0,1.13
2020-07-10,Clothing,Running Shoes,77,4807.43,62.43,1,0,0.89
2020-07-10,Books,Business Book,109,2572.05,23.6,1,0,0.91
2020-07-10,Furniture,Office Chair,7,863.16,123.31,1,0,1.03
2020-07-10,Toys,Building Blocks,58,2088.06,36.0,1,0,0.99
2020-07-10,Sports,Yoga Mat,37,1712.0,46.27,1,0,0.9
2020-07-10,Beauty,Face Serum,179,3556.47,19.87,1,0,1.08
2020-07-11,Electronics,Smart Speaker,12,1801.42,150.12,0,0,0.99
2020-07-11,Groceries,Organic Cereal,289,1503.34,5.2,0,0,0.9
2020-07-11,Clothing,Running Shoes,57,3481.42,61.08,0,0,1.06
2020-07-11,Books,Business Book,84,2279.03,27.13,0,0,0.97
2020-07-11,Furniture,Office Chair,12,1469.37,122.45,0,0,1.05
2020-07-11,Toys,Building Blocks,68,2286.47,33.62,0,0,0.86
2020-07-11,Sports,Yoga Mat,47,2090.59,44.48,0,0,1.15
2020-07-11,Beauty,Face Serum,168,3258.22,19.39,0,0,1.17
2020-07-12,Electronics,Smart Speaker,14,2049.7,146.41,1,0,0.82
2020-07-12,Groceries,Organic Cereal,367,1907.77,5.2,1,0,1.0
2020-07-12,Clothing,Running Shoes,69,4502.09,65.25,1,0,0.9
2020-07-12,Books,Business Book,121,3107.08,25.68,1,0,0.9
2020-07-12,Furniture,Office Chair,9,1042.5,115.83,1,0,1.03
2020-07-12,Toys,Building Blocks,69,2427.03,35.17,1,0,0.83
2020-07-12,Sports,Yoga Mat,59,2794.25,47.36,1,0,0.95
2020-07-12,Beauty,Face Serum,219,4129.13,18.85,1,0,0.86
2020-07-13,Electronics,Smart Speaker,13,1927.59,148.28,1,0,0.91
2020-07-13,Groceries,Organic Cereal,378,1924.73,5.09,1,0,0.97
2020-07-13,Clothing,Running Shoes,72,4410.74,61.26,1,0,1.06
2020-07-13,Books,Business Book,87,2226.51,25.59,1,0,0.91
2020-07-13,Furniture,Office Chair,6,704.97,117.5,1,0,0.97
2020-07-13,Toys,Building Blocks,60,2202.46,36.71,1,0,1.09
2020-07-13,Sports,Yoga Mat,41,1779.54,43.4,1,0,0.87
2020-07-13,Beauty,Face Serum,157,3520.99,22.43,1,0,1.04
2020-07-14,Electronics,Smart Speaker,18,2600.51,144.47,0,0,0.93
2020-07-14,Groceries,Organic Cereal,331,1481.88,4.48,0,0,1.14
2020-07-14,Clothing,Running Shoes,49,3099.63,63.26,0,0,1.11
2020-07-14,Books,Business Book,79,2075.25,26.27,0,0,0.98
2020-07-14,Furniture,Office Chair,5,607.56,121.51,0,0,0.91
2020-07-14,Toys,Building Blocks,50,1738.44,34.77,0,0,1.02
2020-07-14,Sports,Yoga Mat,41,1840.78,44.9,0,0,0.92
2020-07-14,Beauty,Face Serum,160,3024.58,18.9,0,0,1.08
2020-07-15,Electronics,Smart Speaker,8,1196.81,149.6,0,0,1.12
2020-07-15,Groceries,Organic Cereal,343,1601.87,4.67,0,0,0.98
2020-07-15,Clothing,Running Shoes,60,3455.99,57.6,0,0,0.99
2020-07-15,Books,Business Book,77,1920.88,24.95,0,0,1.01
2020-07-15,Furniture,Office Chair,9,1047.24,116.36,0,0,1.02
2020-07-15,Toys,Building Blocks,56,1900.74,33.94,0,0,0.78
2020-07-15,Sports,Yoga Mat,38,1765.71,46.47,0,0,0.89
2020-07-15,Beauty,Face Serum,147,3028.02,20.6,0,0,1.07
2020-07-16,Electronics,Smart Speaker,14,2246.64,160.47,0,0,1.04
2020-07-16,Groceries,Organic Cereal,304,1534.49,5.05,0,0,1.09
2020-07-16,Clothing,Running Shoes,50,3271.4,65.43,0,0,0.98
2020-07-16,Books,Business Book,76,1796.48,23.64,0,0,0.92
2020-07-16,Furniture,Office Chair,8,960.75,120.09,0,0,1.09
2020-07-16,Toys,Building Blocks,53,1864.12,35.17,0,0,0.99
2020-07-16,Sports,Yoga Mat,45,1942.24,43.16,0,0,0.94
2020-07-16,Beauty,Face Serum,168,3103.64,18.47,0,0,1.06
2020-07-17,Electronics,Smart Speaker,5,723.87,144.77,0,0,1.06
2020-07-17,Groceries,Organic Cereal,302,1433.85,4.75,0,0,0.8
2020-07-17,Clothing,Running Shoes,56,3376.02,60.29,0,0,0.97
2020-07-17,Books,Business Book,74,1819.53,24.59,0,0,1.07
2020-07-17,Furniture,Office Chair,5,622.7,124.54,0,0,1.06
2020-07-17,Toys,Building Blocks,56,1956.15,34.93,0,0,0.99
2020-07-17,Sports,Yoga Mat,33,1565.32,47.43,0,0,0.87
2020-07-17,Beauty,Face Serum,155,3196.42,20.62,0,0,1.13
2020-07-18,Electronics,Smart Speaker,11,1738.39,158.04,0,0,1.2
2020-07-18,Groceries,Organic Cereal,298,1621.77,5.44,0,0,0.95
2020-07-18,Clothing,Running Shoes,78,4844.65,62.11,0,0,1.02
2020-07-18,Books,Business Book,99,2292.99,23.16,0,0,1.01
2020-07-18,Furniture,Office Chair,9,1117.36,124.15,0,0,1.16
2020-07-18,Toys,Building Blocks,50,1635.23,32.7,0,0,1.09
2020-07-18,Sports,Yoga Mat,51,2156.61,42.29,0,0,1.04
2020-07-18,Beauty,Face Serum,144,3017.17,20.95,0,0,1.05
2020-07-19,Electronics,Smart Speaker,18,2909.81,161.66,0,0,1.09
2020-07-19,Groceries,Organic Cereal,355,1550.5,4.37,0,0,0.97
2020-07-19,Clothing,Running Shoes,67,4097.65,61.16,0,0,0.98
2020-07-19,Books,Business Book,74,1806.91,24.42,0,0,0.98
2020-07-19,Furniture,Office Chair,13,1471.81,113.22,0,0,1.06
2020-07-19,Toys,Building Blocks,44,1500.23,34.1,0,0,0.98
2020-07-19,Sports,Yoga Mat,40,1784.09,44.6,0,0,0.85
2020-07-19,Beauty,Face Serum,158,3119.52,19.74,0,0,0.98
2020-07-20,Electronics,Smart Speaker,6,854.33,142.39,0,0,0.92
2020-07-20,Groceries,Organic Cereal,248,1324.89,5.34,0,0,0.89
2020-07-20,Clothing,Running Shoes,57,3355.12,58.86,0,0,1.03
2020-07-20,Books,Business Book,90,2034.21,22.6,0,0,0.98
2020-07-20,Furniture,Office Chair,6,728.51,121.42,0,0,0.89
2020-07-20,Toys,Building Blocks,33,1207.86,36.6,0,0,0.95
2020-07-20,Sports,Yoga Mat,38,1858.67,48.91,0,0,0.97
2020-07-20,Beauty,Face Serum,140,2867.49,20.48,0,0,1.04
2020-07-21,Electronics,Smart Speaker,10,1411.17,141.12,0,0,0.95
2020-07-21,Groceries,Organic Cereal,381,1588.32,4.17,0,0,0.85
2020-07-21,Clothing,Running Shoes,57,3373.3,59.18,0,0,1.11
2020-07-21,Books,Business Book,72,1755.76,24.39,0,0,1.03
2020-07-21,Furniture,Office Chair,8,943.14,117.89,0,0,1.27
2020-07-21,Toys,Building Blocks,59,2002.24,33.94,0,0,0.95
2020-07-21,Sports,Yoga Mat,40,1700.56,42.51,0,0,1.02
2020-07-21,Beauty,Face Serum,158,3046.57,19.28,0,0,0.98
2020-07-22,Electronics,Smart Speaker,5,769.5,153.9,0,0,0.9
2020-07-22,Groceries,Organic Cereal,302,1532.36,5.07,0,0,1.04
2020-07-22,Clothing,Running Shoes,57,3395.75,59.57,0,0,0.88
2020-07-22,Books,Business Book,54,1405.97,26.04,0,0,1.0
2020-07-22,Furniture,Office Chair,12,1392.75,116.06,0,0,0.93
2020-07-22,Toys,Building Blocks,52,1832.85,35.25,0,0,0.79
2020-07-22,Sports,Yoga Mat,25,1153.59,46.14,0,0,1.3
2020-07-22,Beauty,Face Serum,182,3260.69,17.92,0,0,1.17
2020-07-23,Electronics,Smart Speaker,6,830.11,138.35,0,0,0.97
2020-07-23,Groceries,Organic Cereal,306,1467.68,4.8,0,0,0.95
2020-07-23,Clothing,Running Shoes,46,2957.22,64.29,0,0,0.94
2020-07-23,Books,Business Book,79,2049.47,25.94,0,0,0.89
2020-07-23,Furniture,Office Chair,6,696.96,116.16,0,0,0.98
2020-07-23,Toys,Building Blocks,63,2215.12,35.16,0,0,1.03
2020-07-23,Sports,Yoga Mat,34,1650.73,48.55,0,0,1.1
2020-07-23,Beauty,Face Serum,165,3153.28,19.11,0,0,1.1
2020-07-24,Electronics,Smart Speaker,7,992.86,141.84,1,0,0.87
2020-07-24,Groceries,Organic Cereal,371,1778.93,4.79,1,0,0.87
2020-07-24,Clothing,Running Shoes,79,4480.39,56.71,1,0,1.03
2020-07-24,Books,Business Book,98,2704.27,27.59,1,0,0.96
2020-07-24,Furniture,Office Chair,4,500.76,125.19,1,0,1.02
2020-07-24,Toys,Building Blocks,63,2100.38,33.34,1,0,1.17
2020-07-24,Sports,Yoga Mat,42,1997.32,47.56,1,0,0.89
2020-07-24,Beauty,Face Serum,190,3699.49,19.47,1,0,0.89
2020-07-25,Electronics,Smart Speaker,9,1365.48,151.72,0,0,1.17
2020-07-25,Groceries,Organic Cereal,314,1631.26,5.2,0,0,0.84
2020-07-25,Clothing,Running Shoes,78,4708.75,60.37,0,0,0.9
2020-07-25,Books,Business Book,102,2658.65,26.07,0,0,1.13
2020-07-25,Furniture,Office Chair,6,788.74,131.46,0,0,1.08
2020-07-25,Toys,Building Blocks,51,1684.13,33.02,0,0,1.24
2020-07-25,Sports,Yoga Mat,41,1984.89,48.41,0,0,1.06
2020-07-25,Beauty,Face Serum,155,3139.95,20.26,0,0,0.88
2020-07-26,Electronics,Smart Speaker,9,1345.55,149.51,0,0,1.05
2020-07-26,Groceries,Organic Cereal,326,1640.55,5.03,0,0,0.97
2020-07-26,Clothing,Running Shoes,73,4069.8,55.75,0,0,1.07
2020-07-26,Books,Business Book,85,2170.64,25.54,0,0,1.04
2020-07-26,Furniture,Office Chair,6,761.53,126.92,0,0,0.95
2020-07-26,Toys,Building Blocks,60,2226.03,37.1,0,0,0.95
2020-07-26,Sports,Yoga Mat,62,2529.17,40.79,0,0,0.96
2020-07-26,Beauty,Face Serum,165,3331.42,20.19,0,0,1.04
2020-07-27,Electronics,Smart Speaker,11,1555.35,141.4,0,0,0.97
2020-07-27,Groceries,Organic Cereal,278,1380.63,4.97,0,0,0.93
2020-07-27,Clothing,Running Shoes,46,2784.82,60.54,0,0,1.05
2020-07-27,Books,Business Book,100,2226.84,22.27,0,0,1.11
2020-07-27,Furniture,Office Chair,6,663.79,110.63,0,0,1.14
2020-07-27,Toys,Building Blocks,45,1480.33,32.9,0,0,0.96
2020-07-27,Sports,Yoga Mat,41,1836.39,44.79,0,0,0.95
2020-07-27,Beauty,Face Serum,167,3633.07,21.75,0,0,1.0
2020-07-28,Electronics,Smart Speaker,11,1763.06,160.28,1,0,1.14
2020-07-28,Groceries,Organic Cereal,337,1852.65,5.5,1,0,1.04
2020-07-28,Clothing,Running Shoes,86,5082.96,59.1,1,0,1.03
2020-07-28,Books,Business Book,98,2421.56,24.71,1,0,1.12
2020-07-28,Furniture,Office Chair,7,867.5,123.93,1,0,0.95
2020-07-28,Toys,Building Blocks,55,2070.11,37.64,1,0,0.93
2020-07-28,Sports,Yoga Mat,50,2401.5,48.03,1,0,0.95
2020-07-28,Beauty,Face Serum,172,3516.28,20.44,1,0,0.88
2020-07-29,Electronics,Smart Speaker,7,989.01,141.29,0,0,0.97
2020-07-29,Groceries,Organic Cereal,265,1350.77,5.1,0,0,1.03
2020-07-29,Clothing,Running Shoes,48,3031.01,63.15,0,0,1.17
2020-07-29,Books,Business Book,94,2407.72,25.61,0,0,0.96
2020-07-29,Furniture,Office Chair,4,434.18,108.54,0,0,1.13
2020-07-29,Toys,Building Blocks,48,1688.13,35.17,0,0,0.95
2020-07-29,Sports,Yoga Mat,48,1972.75,41.1,0,0,1.03
2020-07-29,Beauty,Face Serum,154,3042.77,19.76,0,0,1.08
2020-07-30,Electronics,Smart Speaker,8,1225.94,153.24,0,0,1.05
2020-07-30,Groceries,Organic Cereal,252,1302.67,5.17,0,0,0.92
2020-07-30,Clothing,Running Shoes,64,3469.02,54.2,0,0,0.93
2020-07-30,Books,Business Book,88,2227.74,25.32,0,0,0.88
2020-07-30,Furniture,Office Chair,5,594.84,118.97,0,0,0.98
2020-07-30,Toys,Building Blocks,39,1472.0,37.74,0,0,0.91
2020-07-30,Sports,Yoga Mat,48,2216.53,46.18,0,0,0.97
2020-07-30,Beauty,Face Serum,144,2812.44,19.53,0,0,0.86
2020-07-31,Electronics,Smart Speaker,8,1258.71,157.34,0,0,1.05
2020-07-31,Groceries,Organic Cereal,295,1519.64,5.15,0,0,1.11
2020-07-31,Clothing,Running Shoes,64,3786.19,59.16,0,0,0.82
2020-07-31,Books,Business Book,90,2043.44,22.7,0,0,0.92
2020-07-31,Furniture,Office Chair,4,502.27,125.57,0,0,1.05
2020-07-31,Toys,Building Blocks,58,1933.34,33.33,0,0,0.93
2020-07-31,Sports,Yoga Mat,35,1645.91,47.03,0,0,1.05
2020-07-31,Beauty,Face Serum,145,3141.75,21.67,0,0,1.15
2020-08-01,Electronics,Smart Speaker,8,1255.08,156.88,0,0,0.92
2020-08-01,Groceries,Organic Cereal,334,1721.66,5.15,0,0,0.87
2020-08-01,Clothing,Running Shoes,59,3729.9,63.22,0,0,1.03
2020-08-01,Books,Business Book,88,2177.01,24.74,0,0,1.05
2020-08-01,Furniture,Office Chair,7,832.2,118.89,0,0,0.97
2020-08-01,Toys,Building Blocks,51,1929.78,37.84,0,0,1.2
2020-08-01,Sports,Yoga Mat,40,1817.67,45.44,0,0,0.92
2020-08-01,Beauty,Face Serum,183,3464.62,18.93,0,0,0.97
2020-08-02,Electronics,Smart Speaker,8,1236.19,154.52,0,0,1.03
2020-08-02,Groceries,Organic Cereal,354,1692.03,4.78,0,0,0.93
2020-08-02,Clothing,Running Shoes,72,4268.57,59.29,0,0,1.0
2020-08-02,Books,Business Book,81,2092.37,25.83,0,0,1.19
2020-08-02,Furniture,Office Chair,5,606.94,121.39,0,0,1.06
2020-08-02,Toys,Building Blocks,52,1736.62,33.4,0,0,1.14
2020-08-02,Sports,Yoga Mat,57,2715.08,47.63,0,0,1.01
2020-08-02,Beauty,Face Serum,174,3330.06,19.14,0,0,1.0
2020-08-03,Electronics,Smart Speaker,5,697.92,139.58,0,0,0.94
2020-08-03,Groceries,Organic Cereal,302,1507.62,4.99,0,0,1.03
2020-08-03,Clothing,Running Shoes,57,3323.91,58.31,0,0,1.1
2020-08-03,Books,Business Book,71,1882.03,26.51,0,0,1.11
2020-08-03,Furniture,Office Chair,9,1030.49,114.5,0,0,1.03
2020-08-03,Toys,Building Blocks,54,1846.57,34.2,0,0,0.83
2020-08-03,Sports,Yoga Mat,58,2571.37,44.33,0,0,0.98
2020-08-03,Beauty,Face Serum,134,3022.33,22.55,0,0,0.94
2020-08-04,Electronics,Smart Speaker,9,1363.24,151.47,0,0,0.91
2020-08-04,Groceries,Organic Cereal,271,1462.71,5.4,0,0,1.06
2020-08-04,Clothing,Running Shoes,69,3857.27,55.9,0,0,0.99
2020-08-04,Books,Business Book,83,2148.26,25.88,0,0,0.98
2020-08-04,Furniture,Office Chair,9,1027.91,114.21,0,0,1.16
2020-08-04,Toys,Building Blocks,42,1475.78,35.14,0,0,0.79
2020-08-04,Sports,Yoga Mat,41,1738.61,42.41,0,0,0.83
2020-08-04,Beauty,Face Serum,161,3105.85,19.29,0,0,1.2
2020-08-05,Electronics,Smart Speaker,9,1361.65,151.29,0,0,1.05
2020-08-05,Groceries,Organic Cereal,277,1326.8,4.79,0,0,1.07
2020-08-05,Clothing,Running Shoes,59,3716.27,62.99,0,0,1.03
2020-08-05,Books,Business Book,64,1614.79,25.23,0,0,1.14
2020-08-05,Furniture,Office Chair,5,593.87,118.77,0,0,1.08
2020-08-05,Toys,Building Blocks,35,1298.65,37.1,0,0,1.03
2020-08-05,Sports,Yoga Mat,43,2040.96,47.46,0,0,1.04
2020-08-05,Beauty,Face Serum,115,2364.35,20.56,0,0,0.92
2020-08-06,Electronics,Smart Speaker,9,1396.04,155.12,0,0,1.01
2020-08-06,Groceries,Organic Cereal,267,1467.94,5.5,0,0,0.92
2020-08-06,Clothing,Running Shoes,55,3438.72,62.52,0,0,1.02
2020-08-06,Books,Business Book,92,2230.15,24.24,0,0,0.99
2020-08-06,Furniture,Office Chair,14,1530.82,109.34,0,0,1.11
2020-08-06,Toys,Building Blocks,47,1760.18,37.45,0,0,1.06
2020-08-06,Sports,Yoga Mat,40,1746.67,43.67,0,0,1.02
2020-08-06,Beauty,Face Serum,150,2922.42,19.48,0,0,0.95
2020-08-07,Electronics,Smart Speaker,10,1280.29,128.03,0,0,1.21
2020-08-07,Groceries,Organic Cereal,265,1326.25,5.0,0,0,0.88
2020-08-07,Clothing,Running Shoes,65,4230.67,65.09,0,0,1.19
2020-08-07,Books,Business Book,83,2093.19,25.22,0,0,0.87
2020-08-07,Furniture,Office Chair,5,586.36,117.27,0,0,0.98
2020-08-07,Toys,Building Blocks,35,1284.89,36.71,0,0,0.79
2020-08-07,Sports,Yoga Mat,36,1713.44,47.6,0,0,1.14
2020-08-07,Beauty,Face Serum,147,2886.89,19.64,0,0,0.99
2020-08-08,Electronics,Smart Speaker,13,1960.76,150.83,0,0,1.05
2020-08-08,Groceries,Organic Cereal,326,1516.4,4.65,0,0,0.94
2020-08-08,Clothing,Running Shoes,65,4021.05,61.86,0,0,1.1
2020-08-08,Books,Business Book,84,2005.76,23.88,0,0,0.87
2020-08-08,Furniture,Office Chair,12,1404.28,117.02,0,0,1.06
2020-08-08,Toys,Building Blocks,55,1848.43,33.61,0,0,1.04
2020-08-08,Sports,Yoga Mat,46,2122.03,46.13,0,0,0.75
2020-08-08,Beauty,Face Serum,176,3417.61,19.42,0,0,0.88
2020-08-09,Electronics,Smart Speaker,11,1744.27,158.57,0,0,0.83
2020-08-09,Groceries,Organic Cereal,296,1670.17,5.64,0,0,0.86
2020-08-09,Clothing,Running Shoes,64,4071.3,63.61,0,0,0.94
